IsTarget,Child,Wiki,Sentiment,Morphological,WordNet,Word2Vec
False,False,True,False,0,0,0.123975842707271
False,True,True,False,0,0,0.2723313371273
True,True,False,False,0.2,0.2,0.390959976747255
False,True,True,False,0,0,0.312074613145349
False,False,True,False,0,0,0.291277262205489
False,True,True,False,0,0,0.147931596397065
True,True,True,True,1,1,0.75280595882909
True,True,True,False,0,0,0.50852400134985
False,True,True,False,0,0,0.120353255364839
True,True,True,True,0,0,0.50852400134985
False,True,True,True,0,0,0.281874917928955
True,True,True,False,0,0,0.50852400134985
False,True,True,True,0,0,0.258583247623581
True,True,True,False,1,1,0.75280595882909
False,True,False,False,0.25,0.25,0.195446266350118
False,True,True,False,0,0,0.079340906912987
False,False,False,False,0.2,0.2,0.193346719894346
False,False,True,False,0,0,0.133327744950135
False,False,False,False,0,0,0.156360061834254
True,True,True,False,0.5,0.5,0.713486324300232
False,True,False,False,0.166666666666667,0.1666667,0.182586182529548
False,True,True,False,0,0,0.135908529083343
False,False,True,False,0,0,0.16045746127214
False,False,True,False,0,0,0.177477294705682
False,True,False,True,0.333333333333333,0.3333333,0.495252432213886
False,False,True,True,0,0,0.146539618142547
False,True,False,False,0.333333333333333,0.3333333,0.561655808419173
False,False,True,False,0,0,0.123537943262731
False,True,False,False,0.5,0.5,0.650132030361352
False,False,True,False,0,0,0.110364228232725
False,True,False,False,0.5,0.5,0.674816136728379
True,False,False,False,0,0,0.480588896593045
False,False,True,False,0,0,0.50852400134985
False,False,True,False,0,0,0.311364253173582
False,False,True,True,0,0,0.193298200422218
False,True,False,True,0.0526315789473684,0.07602339,0.354649243227623
False,True,False,True,0,0,0.392041058556785
False,False,False,False,0,0.02962963,0.29825756589119
False,False,True,False,0,0.1481481,0.285343064561494
False,False,True,False,0,0,0.177477294705682
False,False,False,False,0,0,0.193200432105621
True,True,True,False,0,0,0.528903450173726
False,False,False,False,0.4,0.2,0.507374442018177
False,False,True,False,0.5,0,0.513707446220977
False,False,True,False,0,0,0.238495410483653
False,False,True,False,0,0,0.251144328132689
True,True,False,True,0.25,0.25,0.483989689004345
False,True,True,True,0,0,0.0988496875370049
False,False,True,False,0,0,0.528903450173726
False,True,False,True,0,0,0.315998736912072
True,True,True,True,0,0,0.50852400134985
False,True,False,True,0,0,0.268965495272305
False,True,True,True,0,0,0.193298200422218
False,True,False,True,0,0,0.214361544334568
True,True,True,False,0,0,0.50852400134985
False,True,False,False,0.2,0.2,0.381929855974199
False,True,True,False,0,0,0.266981293982255
False,False,True,False,0,0,0.314847841663268
True,True,True,False,0,0,0.50852400134985
False,False,False,False,0.25,0.25,0.328258218518218
False,False,True,False,0,0,0.194524308164731
False,False,True,False,0,0,0.319699825848252
True,True,True,True,0,0,0.528903450173726
False,True,False,True,0.25,0.25,0.328258218518218
False,True,True,True,0,0,0.194524308164731
False,False,True,False,0,0,0.319699825848252
False,False,True,False,0,0,0.226083133456703
True,True,True,False,0,0,0.528903450173726
False,True,False,False,0.25,0.25,0.330561611241245
False,True,True,False,0,0,0.194524308164731
False,False,True,False,0,0,0.314847841663268
True,True,False,True,0,0,0.438303512621795
False,True,False,True,0,0,0.181703168815188
False,False,True,False,0,0,0.50852400134985
False,True,False,True,0.25,0.25,0.142782178409819
False,True,True,True,0,0,0.123032158901551
False,False,True,True,0,0,0.0888078241030905
True,True,False,False,0.0625,0.1180556,0.35654275064525
False,True,True,False,0,0.2222222,0.113987735446383
False,True,False,False,0.111111111111111,0.1604938,0.35649996923271
False,False,False,False,0,0,0.356571805694009
False,True,False,False,0,0.1481481,0.243741733233315
False,True,False,False,0,0,0.240381633111992
False,True,True,False,0,0,0.201141726860439
False,False,True,False,0,0,0.120353255364839
False,True,True,True,0,0,0.180285094064418
False,True,False,True,0,0,0.489578873162222
True,True,True,True,0,0,0.50852400134985
False,False,False,False,0,0,0.338881884760642
False,False,False,False,0,0,0.232690758675552
False,False,True,False,0,0,0.314847841663268
False,False,True,False,0,0,0.293756783828319
False,False,True,False,0,0,0.0588854423472431
True,True,True,False,0,0,0.291277262205489
False,True,False,False,0,0,0.218629073365962
False,True,True,False,0,0,0.221706739004489
False,True,False,True,0.181818181818182,0.1818182,0.611628284463005
False,True,True,False,0,0,0.0450520676488983
True,False,False,True,0.4,0.4,0.756978274153977
False,False,True,True,0,0,0.277340257538415
False,False,True,False,0.5,0.5,0.800370556564385
False,False,True,True,0,0,0.0683475883403707
False,False,True,False,0,0,0.149431779992989
True,True,True,True,1,1,0.75280595882909
True,True,True,False,1,1,0.75280595882909
False,True,False,False,0,0,0.32890685305989
True,True,True,True,1,1,0.75280595882909
False,True,False,True,0.285714285714286,0.2857143,0.267630583350508
False,True,True,True,0,0,0.135885195884783
False,True,False,True,0.25,0.25,0.2662832636427
False,True,True,True,0,0,0.24930137670184
False,False,True,False,0,0,0.120353255364839
True,True,True,True,1,1,0.75280595882909
False,True,False,True,0.2,0.2,0.16864242045841
False,True,False,True,0,0,0.14136963738967
False,False,True,False,0,0,0.123537943262731
False,True,False,True,0.2,0.2,0.311687581042262
False,True,True,True,0,0,0.24930137670184
False,False,True,False,0,0,0.231216593021318
False,True,True,True,0,0,0.180285094064418
False,True,False,True,0,0,0.523157103712258
True,True,True,True,0,0,0.50852400134985
False,False,False,False,0,0,0.338881884760642
False,False,False,False,0,0,0.232690758675552
False,False,True,False,0,0,0.314847841663268
False,True,False,True,0,0,0.37419094786484
True,True,True,True,0,0,0.291277262205489
False,False,True,False,0,0,0.312074613145349
False,False,True,False,0,0,0.193298200422218
False,True,True,False,0,0,0.120820651107534
True,True,True,True,0,0,0.50852400134985
False,False,False,True,0.25,0.25,0.266706649393691
False,False,True,True,0,0,0.194524308164731
False,False,True,False,0,0,0.214503436632157
False,True,False,True,0.25,0.25,0.348570725202005
False,True,True,True,0,0,0.229523963531851
False,False,True,True,0,0,0.314847841663268
True,False,False,True,0.25,0.25,0.396762668419242
False,False,True,True,0,0,0.183728730456631
False,False,True,False,0,0,0.427259992448843
False,False,False,True,0,0,0.227802200907536
False,False,True,True,0,0,0.131210594199542
False,False,True,False,0,0,0.163432857876136
False,False,True,False,0,0,0.184177803712206
False,True,True,True,1,1,0.684984293053344
False,False,True,False,1,1,0.602949736794535
False,True,False,True,0.375,0.375,0.630421118351886
False,True,True,True,0.5,0.5,0.230847574821648
False,True,False,True,0.4,0.4,0.641666035070894
False,False,True,True,0,0,0.416509498013874
False,True,False,True,0.5,0.5,0.479061770045263
False,True,False,True,0.375,0.375,0.525029023690235
False,True,True,True,0.5,0.5,0.306584818905214
False,False,False,False,0.4,0.4,0.489517937933697
False,False,True,False,0.5,0.5,0.281194585989949
True,False,True,False,0.5,0.5,0.393436429140252
False,True,True,False,0,0,0.122148344823843
False,False,True,False,0,0,0.170692441569816
False,False,True,True,0.5,0.5,0.337636172186782
False,False,False,True,0.166666666666667,0.2777778,0.294446068259638
False,False,False,True,0,0,0.179144777829186
False,False,True,False,0.5,0.8333334,0.283810161607248
False,True,True,False,0,0,0.313583246546777
True,True,False,True,0.222222222222222,0.2777778,0.403273470503257
False,False,False,False,0,0.1666667,0.436943070623021
True,True,False,True,0.4,0.4,0.484665965647921
False,True,False,True,0,0,0.205890056463211
False,True,False,True,0,0,0.202936871410934
False,False,True,True,0,0,0.0907173048986193
False,True,False,True,0.25,0.25,0.380391060126845
False,False,True,False,0,0,0.255521451683064
True,True,False,True,0,0.1666667,0.27902912116046
False,True,True,False,0,0,0.110223447657236
False,False,True,True,0,0.5,0.338233157162769
False,True,False,True,0,0,0.24243523063033
False,False,True,True,0,0,0.127065211619507
False,True,True,True,0,0,0.225279930578581
False,True,True,False,0,0,0.110223447657236
False,False,True,True,0,0,0.254657558824678
False,True,False,True,0.130434782608696,0.1521739,0.560301901536803
True,True,False,True,0.333333333333333,0.3333333,0.45203273313952
False,False,True,False,0.5,0.5,0.467016105647679
False,False,True,False,0,0,0.183066026060529
False,False,True,False,0.5,0.5,0.467016105647679
False,False,True,False,0,0,0.219225995242435
False,True,False,True,0,0,0.145448659558008
False,True,False,True,0,0,0.108005583187277
False,True,True,True,0,0,0.119820266200936
True,True,True,True,1,0,0.413695081436753
False,False,False,False,0,0,0
False,False,False,False,0.333333333333333,0.3333333,0.178588731115112
False,False,True,False,0,0,0.133233930256072
False,False,True,False,0,0,0.135221762460979
True,True,False,True,0.5,0.5,0.415524878508796
False,True,False,True,0.25,0.25,0.26762732146479
True,True,False,False,0,0.2916667,0.422556958262962
False,True,False,False,0,0.25,0.296979356003305
False,False,True,False,0,0.6666667,0.380721278879814
False,True,False,False,0.181818181818182,0.2272727,0.322658999481656
False,False,False,False,0,0.1,0.288292731566644
False,False,True,False,0,0.25,0.342467114195647
False,False,True,False,0,0,0.126413837857326
True,True,False,False,0.25,0.25,0.402888334992795
False,True,True,False,0,0,0.227586024609548
False,False,True,False,0,0,0.358154542236811
False,True,False,True,0.111111111111111,0.1111111,0.311267595432272
False,True,False,True,0,0,0.129747761288461
False,False,False,True,0,0,0.334843103667018
False,False,True,True,0,0,0.277329200896523
False,False,False,False,0,0,0.268474022472887
True,True,False,True,0.166666666666667,0.1666667,0.222615379786663
False,True,True,True,0,0,0.148313107045916
False,False,True,True,0.333333333333333,0.3333333,0.200547651417397
False,False,True,True,0,0,0.144120855685545
False,False,True,True,0,0,0.182449686843313
False,True,True,False,0,0,0.168139224275934
True,True,False,True,0.1,0.1,0.364197617993207
False,True,True,False,0,0,0.194169296371004
True,True,False,True,0.142857142857143,0.1428571,0.358918392309
False,True,True,True,0,0,0.245411015601356
False,False,False,False,0,0,0.306019659289675
False,True,True,False,0,0,0.219386091467655
False,True,False,True,0,0,0.0797717067655939
False,False,False,True,0,0,0.18015677365756
False,False,True,True,0,0,0.14509483878402
False,False,True,False,0,0,0.124633278516795
False,False,True,True,0,0,0.180609445620927
True,False,False,True,0,0,0.471422728718549
True,True,True,False,0,0,0.374138532503436
False,True,True,False,0,0,0.236646695017168
False,False,True,False,0,0,0.371901574792959
False,True,False,False,0.125,0.125,0.239721931849344
False,True,False,False,0,0,0.10321856309304
False,False,False,False,0.2,0.2,0.232483786508276
False,False,True,False,0,0,0.200070291448731
False,False,True,False,0,0,0.181941300781652
True,True,True,True,0,0,0.374138532503436
False,True,True,True,0,0,0.236646695017168
False,False,True,False,0,0,0.371901574792959
False,True,False,True,0,0,0.176152409383977
True,True,False,True,0.153846153846154,0.1538462,0.414841989300348
False,True,True,True,0,0,0.148313107045916
True,False,False,True,0.1,0.1,0.416953605316321
False,False,False,True,0.142857142857143,0.1428571,0.423103959431438
False,False,True,True,0,0,0.206988006389336
False,False,False,True,0,0,0.40832443339595
False,False,True,False,0,0,0.371901574792959
False,False,False,True,0,0,0.12867873644375
False,False,False,True,0,0,0.138389373410805
True,True,False,True,0.2,0.2,0.165947228581083
False,True,True,True,0,0,0.190559442982667
False,False,True,True,0,0,0.0649744906422573
False,True,True,True,0,0,0.147929670902885
False,True,True,False,0,0,0.17111086167754
False,True,False,True,0.25,0.25,0.158512829063216
False,True,True,True,0,0,0.169597458178873
True,False,True,False,0,0,0.0789644925411509
False,False,True,True,0,0,0.371901574792959
False,False,True,True,0,0,0.268415573427663
False,True,True,False,0,0,0.0784450608957271
False,True,True,True,0,0,0.148313107045916
True,True,True,True,0.2,0.2,0.163959816197125
False,True,True,False,0,0,0.144120855685545
False,False,True,True,0,0,0.135146016691161
True,True,True,True,0,0,0.371901574792959
True,True,True,False,1,0,0.568015582708378
False,True,False,True,0,0,0.258855985158053
False,True,False,True,0,0,0.206552336734255
False,False,True,False,0,0,0.230485519888389
False,False,True,False,0,0,0.177611761814602
True,True,False,True,0.166666666666667,0,0.640468894416105
False,False,True,True,0,0,0.502011587398956
False,True,False,True,0,0,0.3044011593051
False,False,True,True,0,0,0.148076672150488
True,True,True,True,0,0,0.178173893294845
False,False,True,False,0,0,0.3727557328239
False,False,True,False,0,0,0.169592084056649
False,True,False,True,0.25,0.25,0.26302685506785
False,True,True,True,0,0,0.169597458178873
True,False,True,False,0,0,0.208406532149104
False,False,False,True,0.0714285714285714,0.07142857,0.434838128534283
False,False,True,True,0,0,0.206988006389336
False,False,True,False,0,0,0.433202806637439
False,False,True,True,0,0,0.289622155126305
False,False,True,True,0,0,0.203174129448731
False,True,False,True,0.103448275862069,0.1034483,0.360477351389996
False,True,True,True,0,0,0.201687175542608
False,False,False,True,0.2,0.2,0.290780499377106
False,False,True,False,0,0,0.13320931755509
False,False,False,True,0,0,0.291579811251699
False,True,False,True,0.105263157894737,0.1052632,0.334616602860372
False,True,True,False,0,0,0.15230372227061
False,True,False,True,0.0625,0.0625,0.335499230949243
False,False,True,True,0,0,0.0979954692546709
False,False,True,True,0,0,0.216991245191828
False,True,True,False,0,0,0.163227078880318
False,False,False,True,0,0,0.278816494511756
False,False,True,True,0,0,0.143359397277453
False,False,True,True,0,0,0.272392962063527
True,True,False,False,0,0,0.31924135077928
False,False,True,False,0,0,0.208406532149104
False,False,True,False,0,0,0.269909237546853
False,True,True,False,0,0,0.239780706099198
False,True,False,True,0,0,0.267402885882455
True,False,False,True,0.333333333333333,0.4444444,0.455753464172976
False,False,True,True,0.5,0.5,0.378194652774066
False,False,True,False,0,0.2222222,0.365618131362811
False,False,False,False,0,0.1904762,0.377548057266246
True,True,True,False,0,0,0.455228378555798
False,True,False,True,0,0.2222222,0.345392600787075
True,True,True,True,0,0,0.467651911796888
False,True,True,True,0,0,0.187341475190824
False,False,False,True,0,0,0.463226875246524
True,True,True,True,0,0,0.467651911796888
False,True,True,True,0.5,0.5,0.321931366428565
False,False,True,False,0,0,0.184389446409817
True,True,True,False,0.5,0.5,0.708381404655688
False,True,False,True,0.111111111111111,0.1111111,0.357845923540926
False,True,False,True,0.166666666666667,0.1666667,0.329678613275
False,False,True,True,0,0,0.252506317988931
False,True,True,False,0,0,0.263322863355454
True,True,True,True,0.75,0.9166667,0.668402088281649
False,True,True,True,0.5,0.8333334,0.391734897091224
False,False,True,False,1,1,0.686758126804586
False,True,True,True,0,0,0.323281938081794
False,True,True,False,0,0,0.18520134069278
False,True,False,False,0.111111111111111,0.2888889,0.541187464630287
True,True,True,False,0.5,0.9,0.607911126824054
False,False,True,False,0,0,0.232248480497593
False,True,True,False,0,0.4,0.313024786255221
True,True,False,False,0.2,0.2,0.678554922528824
False,True,False,False,0,0,0.349059059269599
False,False,True,False,0.5,0.5,0.66306082111705
False,True,True,False,0,0,0.257171153308437
True,True,True,True,0.75,0.9166667,0.668402088281649
False,True,True,True,0.5,0.8333334,0.391734897091224
False,False,True,False,1,1,0.686758126804586
False,True,False,True,0.2,0.2,0.427811527979759
False,True,True,True,0.5,0.5,0.315761191639942
False,False,True,False,0,0,0.27067783663181
False,True,True,False,0,0,0.18520134069278
False,True,False,False,0.111111111111111,0.2888889,0.541187464630287
True,True,True,False,0.5,0.9,0.607911126824054
False,False,True,False,0,0,0.232248480497593
False,True,True,False,0,0.4,0.313024786255221
True,True,True,False,0.333333333333333,0.3333333,0.304783402454535
False,True,False,True,0,0,0.451168464883354
False,True,False,True,0,0,0.352322298058073
False,True,False,False,0,0,0.387765365634554
True,True,True,False,0.5,0.5,0.638646617827604
False,True,False,True,0.333333333333333,0.3333333,0.342771231435289
False,True,False,True,0.333333333333333,0.3333333,0.23569020833245
False,True,False,False,0,0,0.316972335452897
True,True,False,False,0.333333333333333,0.3333333,0.588495531834951
False,True,False,False,0.333333333333333,0.3333333,0.335575652512781
False,False,True,False,0,0,0.256958642947761
False,True,False,False,0.285714285714286,0.2857143,0.308433849482535
False,True,False,False,0.333333333333333,0.3333333,0.227028161807445
False,False,True,False,0.333333333333333,0.3333333,0.26322044298108
True,True,False,True,0.25,0.25,0.508075780743981
False,True,True,True,0,0,0.173083499956423
False,False,True,False,1,1,0.686758126804586
False,True,False,False,0,0,0.244111158650923
True,True,True,False,0,0,0.467651911796888
False,True,False,True,0,0,0.349404923582305
False,True,False,False,0.333333333333333,0.3333333,0.421698493223442
False,True,True,False,0.5,0.5,0.44910062297072
True,True,True,False,1,1,0.686758126804586
False,True,False,True,0.285714285714286,0.3571429,0.269895882951401
False,True,False,True,0.25,0.375,0.247835239225727
False,True,True,True,0,0,0.189827236186232
True,True,True,False,0.5,0.5,0.708381404655688
False,True,False,True,0.111111111111111,0.1111111,0.357845923540926
False,True,False,True,0.166666666666667,0.1666667,0.329678613275
False,False,True,True,0,0,0.252506317988931
True,True,True,False,1,1,0.686758126804586
False,True,False,True,0.166666666666667,0.1666667,0.274057441395844
False,True,True,True,0,0,0.00463924461780678
False,False,False,True,0,0,0.339293705529466
True,True,True,False,0,0.3333333,0.507814919506423
False,True,False,False,0,0,0.478643187254053
False,True,False,False,0,0,0.392291075381536
False,False,True,False,0,0,0.376887745722166
False,False,True,False,0,0,0.222394406413165
True,True,True,False,1,1,0.686758126804586
False,True,False,True,0.3,0.3,0.402718875048817
False,True,False,True,0,0,0.172461428300952
False,False,False,False,0.5,0.5,0.437311877860618
False,False,True,False,0.5,0.5,0.380398316314354
False,False,False,False,0.333333333333333,0.3333333,0.326811563833684
True,True,True,False,1,1,0.686758126804586
False,True,True,False,0,0,0.240365918875284
True,True,True,False,0.333333333333333,0.6,0.603254371297873
False,True,False,False,0.222222222222222,0.2716049,0.396313714917033
False,True,False,False,0,0.1481481,0.249348692524115
False,True,False,False,0.2,0.2,0.343968207094705
True,True,False,True,0,0,0.464822973147919
False,True,False,True,0,0,0.476160581081
True,True,False,False,0.166666666666667,0.1666667,0.455560551036113
False,True,False,False,0,0,0.370962616109041
False,False,False,False,0.333333333333333,0.3333333,0.284657499156337
False,True,False,True,0.25,0.3333333,0.413919295854333
False,False,True,False,0,0,0.207227080472786
False,True,False,True,0.2,0.3,0.409735977782434
False,True,False,True,0.333333333333333,0.3333333,0.20868658742025
False,False,False,False,0.166666666666667,0.3333333,0.434352165511876
False,False,True,False,0,0.5,0.31733825242624
False,False,True,False,0.333333333333333,0.3333333,0.351639953774004
True,True,False,False,0,0,0.468892529532891
False,True,False,False,0,0,0.35197679721189
False,False,True,False,0,0,0.467651911796888
False,True,False,True,0,0,0.469016392133979
False,True,False,True,0,0,0.421452496124689
False,False,True,False,0,0,0.271251527522001
True,True,True,False,0,0,0.467651911796888
False,True,False,True,0.166666666666667,0.1666667,0.437352895920287
False,True,False,True,0,0,0.34322510490094
False,True,False,False,0,0,0.371625039185314
True,True,False,True,0.25,0.3333333,0.345365507952828
False,True,False,True,0,0.2222222,0.349468014379417
False,False,True,False,0,0,0.156458604165113
False,False,True,False,0,0,0.203817880545896
False,True,False,True,0.25,0.25,0.346187038400953
False,False,True,False,0,0,0.132380674680525
False,True,False,True,0.166666666666667,0.1666667,0.360218457385132
False,True,False,True,0,0,0.378873894716259
False,False,True,False,0,0,0.0666846453546226
True,True,False,True,0.333333333333333,0.3333333,0.729101322785407
False,True,True,True,0,0,0.193952923683351
True,False,False,True,0.5,0.5,0.79649433935081
False,False,True,True,1,1,0.806310736266711
False,False,False,True,0.25,0.25,0.590796579505548
False,False,True,True,1,1,0.826264436578277
False,False,True,False,0,0,0.24273758890151
False,False,True,False,0,0,0.173356570868663
False,False,False,True,0,0,0.141321439436655
True,True,True,True,0.666666666666667,0.9333333,0.773311082990361
False,True,True,False,1,1,0.806310736266711
False,False,True,True,0,0.8,0.515614716100191
False,True,True,False,0,0,0.220557995905136
True,True,True,False,0,0,0.406041136735029
False,False,True,False,0,0,0.103433386766581
False,False,True,True,0,0.08333334,0.178011950605077
True,True,True,True,1,1,0.999999999851717
False,True,True,True,1,1,0.806310736266711
False,False,True,True,1,1,0.826264436578277
False,True,True,True,0,0,0.24273758890151
False,False,False,True,0.2,0.2,0.345565152226677
False,False,False,True,0,0,0.321667730482361
False,False,True,False,0,0,0.170087211384219
True,True,True,True,0,0,0.373169829331579
False,False,False,True,0.25,0.25,0.150268156531148
False,False,True,True,0,0,0.0492658335554626
False,False,True,True,0,0,0.152274471127209
True,True,False,True,0.2,0.2,0.3493645457999
False,True,True,True,0,0,0.250026690839432
False,False,True,True,0.333333333333333,0.3333333,0.339325885653664
False,False,True,False,0,0,0.268704323003161
False,False,True,True,0,0,0.250315177861183
False,True,True,True,0,0,0.255038617991645
False,False,False,True,0.2,0.3333333,0.314445567517042
False,False,True,True,0,0,0.130232303903882
False,False,True,True,0,0.3333333,0.31928106821532
False,True,True,False,0,0,0.177449857202067
False,True,True,True,0,0,0.272948537814145
True,True,True,True,0.4,0.56,0.71012050597173
False,True,True,False,1,1,0.806310736266711
False,False,True,True,0,0.2666667,0.4598687152917
True,True,False,True,0.2,0.4,0.34167122605515
False,False,False,True,0.333333333333333,0.6666667,0.370153313517696
False,False,True,True,0,0,0.177934941623725
False,False,False,False,0.333333333333333,1,0.361664632650433
False,False,True,False,0,1,0.323800689259968
False,False,True,False,0,1,0.286814988128077
False,True,False,True,0.428571428571429,0.4285714,0.560643904683584
False,True,True,False,0,0,0.0457807413154658
False,False,True,True,0.666666666666667,0.6666667,0.69346783665387
False,False,True,False,1,1,0.806310736266711
False,False,True,True,0,0,0.114201817466932
False,True,False,True,0.166666666666667,0.1666667,0.717542232693495
True,True,False,True,0.166666666666667,0.1666667,0.650530462488933
False,False,True,False,0,0,0.169004496269969
False,True,False,True,0.25,0.25,0.715412005528671
False,True,False,True,0.2,0.2,0.735375629295253
False,True,True,False,0,0.08333334,0.19575878796037
False,True,True,True,0,0,0.29533348620917
False,True,False,True,0.0833333333333333,0.08333334,0.293513039663392
False,True,True,False,0,0,0.254179802788771
False,False,False,True,0,0,0.248728314233589
False,False,False,False,0,0,0.133779722319578
False,False,False,True,0,0,0.245204276420305
True,True,False,True,0.4,0.5933334,0.712259568582538
False,True,True,True,0.333333333333333,0.3888889,0.667246945839182
False,False,True,True,0,0.8,0.515614716100191
False,True,True,True,0,0,0.104066315413512
False,True,True,False,0,0,0.267770171780481
True,True,True,True,1,1,0.806310736266711
False,True,False,True,0.2,0.2666667,0.36769121822604
False,True,True,True,0,0,0.0888345263372876
False,False,False,False,0,0.1111111,0.373969612315456
False,True,True,True,0,0,0.216129208013054
True,True,False,True,0,0,0.306937885563209
False,False,False,True,0,0,0.189765401518562
False,True,True,False,0,0,0.207496862976266
False,True,False,True,0.0333333333333333,0.05555556,0.32820071788203
False,False,True,False,0,0,0.267777059231238
True,True,False,True,0.1,0.1,0.30910071036179
False,False,True,False,0,0,0.168324137852853
False,False,False,True,0.333333333333333,0.3333333,0.337313307336648
False,False,True,True,0,0,0.167445179203575
False,False,True,False,0,0,0.310355351489562
False,True,False,True,0,0.03703704,0.289213713463181
False,True,False,True,0,0.05128205,0.26061750115936
False,False,False,True,0,0,0.118096832023835
False,False,True,False,0,0.3333333,0.349858007118049
False,False,True,False,0,0,0.0528184159657008
False,True,False,True,0.166666666666667,0.1666667,0.640159680790326
False,True,False,True,0.333333333333333,0.3333333,0.690020611432262
False,False,False,True,0,0,0.355752121286388
True,True,False,True,0,0.2,0.362596187692913
False,True,False,True,0,0,0.329392335999806
False,True,False,True,0,0,0.143635100931085
False,True,False,True,0,0,0.348967366375322
True,True,False,True,0.142857142857143,0.2380953,0.371017619503411
False,True,False,True,0,0.2222222,0.349468014379417
False,False,False,False,0,0,0.246774764385701
False,True,False,True,0.3,0.3,0.342770366836139
False,False,True,True,0,0,0.132380674680525
False,True,False,True,0.25,0.25,0.357405314286315
False,True,True,True,0,0,0.233898824742568
False,False,True,True,0.25,0.25,0.353333807778246
False,False,True,True,0,0,0.40250230135539
False,False,True,False,0,0,0.0666846453546226
True,True,False,True,0.375,0.475,0.902865548673141
False,True,True,True,0,0,0.272948537814145
True,False,True,True,0.6,0.76,0.937512413998251
False,False,True,True,1,1,0.806310736266711
False,False,True,True,0.333333333333333,0.6,0.823317126372354
False,False,False,True,0,0,0.355752121286388
True,True,False,True,0.142857142857143,0.2571428,0.469745321972546
False,True,True,False,0,0.4,0.527634578217911
False,False,False,True,0,0,0.356993511378937
True,True,False,True,0,0.4,0.320223780222418
False,False,False,False,0.142857142857143,0.1428571,0.165415015305483
False,False,False,False,0,0,0.0844262388595011
False,False,False,False,0,0,0.178110163127919
